,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1012,22.0,31.0,37.0,24.0,81.0,33.0,38.0,43.0,24.0,23.0,31.0,32.0,65.0,40.0,27.0,25.0,23.0,41.0,33.0,33.0,56.0,34.0,21.0,27.0,50.0,17.0,33.0,18.0,37.0,51.0,76.0,34.0,6.0,19.0,56.0,18.0,41.0,42.0,42.0,32.0,56.0,51.0,23.0,32.0,0.0
1013,27.0,26.0,31.0,27.0,78.0,30.0,35.0,46.0,26.0,27.0,19.0,27.0,66.0,53.0,26.0,26.0,32.0,37.0,40.0,26.0,61.0,41.0,22.0,40.0,49.0,15.0,46.0,22.0,44.0,44.0,70.0,36.0,9.0,26.0,47.0,17.0,46.0,37.0,29.0,34.0,51.0,55.0,29.0,40.0,0.0
1014,25.0,27.0,29.0,27.0,68.0,43.0,31.0,41.0,25.0,29.0,29.0,33.0,49.0,40.0,25.0,32.0,30.0,39.0,34.0,45.0,60.0,40.0,22.0,29.0,54.0,25.0,35.0,22.0,48.0,41.0,63.0,38.0,7.0,25.0,56.0,30.0,42.0,42.0,35.0,35.0,50.0,43.0,29.0,35.0,0.0
1015,27.0,29.0,30.0,34.0,67.0,34.0,33.0,42.0,24.0,25.0,25.0,31.0,69.0,47.0,25.0,24.0,26.0,42.0,45.0,25.0,74.0,34.0,24.0,37.0,49.0,27.0,33.0,24.0,44.0,38.0,59.0,41.0,8.0,25.0,52.0,21.0,43.0,42.0,29.0,33.0,49.0,49.0,33.0,19.0,0.0
1016,20.0,18.0,14.0,21.0,13.0,20.0,14.0,27.0,20.0,46.0,18.0,12.0,11.0,16.0,18.0,18.0,29.0,32.0,7.0,5.0,11.0,45.0,13.0,12.0,9.0,19.0,18.0,18.0,5.0,24.0,2.0,8.0,15.0,13.0,6.0,8.0,35.0,13.0,11.0,15.0,18.0,11.0,11.0,15.0,0.0
1017,17.0,16.0,16.0,21.0,17.0,22.0,12.0,22.0,11.0,30.0,18.0,15.0,14.0,14.0,13.0,24.0,30.0,28.0,11.0,11.0,16.0,30.0,29.0,15.0,10.0,21.0,20.0,20.0,5.0,18.0,5.0,15.0,11.0,16.0,11.0,8.0,27.0,23.0,15.0,15.0,21.0,10.0,6.0,15.0,0.0
1018,12.0,14.0,12.0,14.0,10.0,12.0,9.0,18.0,8.0,35.0,14.0,13.0,5.0,16.0,10.0,14.0,25.0,19.0,10.0,7.0,10.0,20.0,17.0,11.0,9.0,14.0,7.0,17.0,4.0,18.0,8.0,10.0,8.0,13.0,10.0,9.0,24.0,11.0,8.0,20.0,19.0,14.0,8.0,13.0,0.0
1019,9.0,24.0,14.0,13.0,9.0,18.0,16.0,22.0,10.0,28.0,17.0,10.0,5.0,9.0,11.0,10.0,17.0,21.0,4.0,5.0,9.0,23.0,17.0,11.0,8.0,15.0,12.0,19.0,4.0,15.0,7.0,14.0,9.0,15.0,13.0,7.0,27.0,14.0,6.0,18.0,10.0,8.0,11.0,16.0,0.0
1020,11.0,6.0,0.0,3.0,15.0,2.0,15.0,6.0,5.0,6.0,6.0,3.0,13.0,10.0,8.0,9.0,2.0,8.0,25.0,5.0,14.0,6.0,9.0,11.0,8.0,9.0,5.0,4.0,17.0,13.0,10.0,12.0,14.0,4.0,4.0,10.0,5.0,8.0,16.0,11.0,21.0,12.0,12.0,14.0,0.0
1021,12.0,6.0,9.0,5.0,5.0,9.0,13.0,12.0,4.0,9.0,5.0,3.0,16.0,14.0,8.0,7.0,4.0,9.0,23.0,13.0,12.0,7.0,4.0,14.0,10.0,6.0,10.0,9.0,14.0,11.0,7.0,11.0,13.0,10.0,7.0,9.0,5.0,17.0,12.0,11.0,22.0,18.0,6.0,9.0,0.0
1022,9.0,7.0,7.0,3.0,12.0,3.0,11.0,5.0,6.0,7.0,3.0,7.0,11.0,7.0,9.0,5.0,2.0,2.0,31.0,10.0,8.0,5.0,5.0,6.0,9.0,5.0,6.0,5.0,12.0,10.0,9.0,18.0,7.0,7.0,12.0,12.0,6.0,8.0,9.0,6.0,15.0,8.0,7.0,5.0,0.0
1023,9.0,10.0,6.0,4.0,13.0,3.0,12.0,3.0,4.0,4.0,3.0,2.0,9.0,15.0,10.0,8.0,1.0,4.0,20.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,8.0,11.0,8.0,7.0,11.0,6.0,4.0,7.0,8.0,10.0,5.0,6.0,6.0,7.0,3.0,9.0,0.0
1024,9.0,4.0,8.0,3.0,8.0,4.0,9.0,3.0,3.0,3.0,4.0,6.0,11.0,5.0,10.0,14.0,1.0,7.0,15.0,3.0,1.0,8.0,5.0,1.0,3.0,8.0,3.0,6.0,4.0,6.0,2.0,5.0,11.0,8.0,5.0,1.0,5.0,3.0,2.0,12.0,12.0,5.0,8.0,13.0,0.0
1025,14.0,3.0,11.0,4.0,12.0,8.0,6.0,6.0,3.0,5.0,5.0,6.0,13.0,10.0,16.0,8.0,1.0,7.0,17.0,3.0,5.0,9.0,5.0,1.0,1.0,11.0,2.0,12.0,10.0,6.0,4.0,8.0,6.0,12.0,13.0,1.0,4.0,5.0,4.0,16.0,17.0,4.0,6.0,8.0,0.0
1026,7.0,3.0,7.0,4.0,10.0,4.0,7.0,2.0,5.0,5.0,8.0,10.0,8.0,4.0,10.0,10.0,2.0,12.0,16.0,4.0,4.0,11.0,8.0,2.0,0.0,7.0,6.0,12.0,3.0,6.0,1.0,7.0,8.0,11.0,3.0,2.0,4.0,3.0,5.0,19.0,12.0,7.0,10.0,9.0,0.0
1027,13.0,3.0,3.0,4.0,10.0,4.0,6.0,8.0,5.0,2.0,6.0,7.0,6.0,4.0,12.0,13.0,0.0,9.0,14.0,2.0,3.0,15.0,7.0,1.0,2.0,10.0,7.0,13.0,1.0,6.0,2.0,7.0,8.0,10.0,4.0,1.0,6.0,4.0,2.0,19.0,7.0,8.0,11.0,5.0,0.0
1028,16.0,8.0,0.0,6.0,26.0,6.0,17.0,10.0,13.0,6.0,11.0,3.0,15.0,20.0,13.0,6.0,1.0,14.0,3.0,16.0,11.0,15.0,7.0,12.0,15.0,11.0,13.0,14.0,20.0,8.0,11.0,18.0,11.0,11.0,4.0,15.0,9.0,17.0,14.0,16.0,10.0,12.0,17.0,12.0,0.0
1029,14.0,6.0,0.0,5.0,32.0,11.0,13.0,15.0,17.0,5.0,9.0,1.0,7.0,20.0,16.0,7.0,3.0,17.0,6.0,13.0,9.0,18.0,11.0,14.0,11.0,8.0,12.0,17.0,13.0,10.0,1.0,15.0,8.0,10.0,3.0,14.0,11.0,16.0,18.0,22.0,18.0,11.0,15.0,16.0,0.0
1030,23.0,10.0,0.0,9.0,23.0,10.0,13.0,9.0,8.0,6.0,10.0,2.0,13.0,17.0,19.0,9.0,3.0,14.0,5.0,4.0,7.0,15.0,15.0,10.0,14.0,4.0,12.0,21.0,9.0,8.0,5.0,19.0,8.0,14.0,3.0,8.0,11.0,14.0,13.0,22.0,11.0,6.0,12.0,19.0,0.0
1031,17.0,7.0,0.0,10.0,28.0,11.0,13.0,10.0,11.0,5.0,8.0,4.0,10.0,19.0,11.0,12.0,1.0,21.0,3.0,8.0,12.0,15.0,13.0,9.0,10.0,9.0,8.0,22.0,12.0,6.0,6.0,18.0,12.0,13.0,6.0,10.0,6.0,13.0,12.0,26.0,13.0,12.0,13.0,15.0,0.0
1032,26.0,7.0,13.0,22.0,17.0,12.0,11.0,24.0,22.0,38.0,40.0,20.0,14.0,36.0,23.0,24.0,78.0,49.0,15.0,34.0,16.0,67.0,26.0,29.0,16.0,33.0,34.0,18.0,38.0,26.0,24.0,16.0,13.0,15.0,6.0,20.0,37.0,32.0,35.0,28.0,7.0,19.0,15.0,16.0,0.0
1033,20.0,5.0,7.0,30.0,24.0,18.0,15.0,16.0,18.0,29.0,28.0,18.0,13.0,29.0,26.0,22.0,53.0,33.0,8.0,31.0,19.0,53.0,32.0,30.0,15.0,27.0,25.0,25.0,36.0,25.0,12.0,13.0,16.0,18.0,5.0,17.0,23.0,26.0,34.0,17.0,21.0,12.0,10.0,22.0,0.0
1034,27.0,4.0,10.0,35.0,25.0,12.0,13.0,17.0,29.0,38.0,29.0,24.0,16.0,46.0,21.0,35.0,81.0,46.0,8.0,30.0,18.0,81.0,25.0,32.0,16.0,31.0,45.0,18.0,29.0,25.0,23.0,14.0,14.0,22.0,6.0,17.0,37.0,29.0,31.0,26.0,10.0,18.0,11.0,18.0,0.0
1035,27.0,11.0,11.0,34.0,24.0,21.0,15.0,18.0,32.0,37.0,37.0,26.0,17.0,44.0,35.0,30.0,83.0,43.0,11.0,40.0,20.0,79.0,27.0,42.0,22.0,36.0,44.0,22.0,32.0,27.0,16.0,16.0,13.0,12.0,3.0,17.0,31.0,38.0,44.0,32.0,12.0,11.0,16.0,23.0,0.0
1036,11.0,1.0,30.0,4.0,3.0,9.0,10.0,14.0,16.0,7.0,14.0,7.0,12.0,15.0,10.0,7.0,11.0,12.0,17.0,11.0,10.0,12.0,10.0,9.0,12.0,11.0,19.0,8.0,66.0,9.0,18.0,7.0,16.0,3.0,23.0,11.0,12.0,13.0,15.0,17.0,7.0,18.0,10.0,11.0,0.0
1037,12.0,3.0,21.0,7.0,6.0,9.0,14.0,12.0,13.0,6.0,14.0,6.0,10.0,15.0,7.0,10.0,9.0,6.0,12.0,6.0,10.0,9.0,7.0,9.0,23.0,12.0,11.0,10.0,50.0,15.0,20.0,9.0,19.0,3.0,23.0,6.0,8.0,17.0,8.0,13.0,18.0,17.0,11.0,8.0,0.0
1038,10.0,6.0,21.0,8.0,3.0,10.0,11.0,12.0,17.0,8.0,10.0,12.0,13.0,17.0,12.0,9.0,10.0,13.0,21.0,11.0,16.0,13.0,10.0,6.0,14.0,11.0,14.0,10.0,34.0,10.0,9.0,7.0,18.0,4.0,20.0,8.0,9.0,14.0,11.0,11.0,10.0,15.0,11.0,8.0,0.0
1039,12.0,4.0,15.0,2.0,3.0,9.0,9.0,12.0,12.0,11.0,14.0,7.0,19.0,18.0,9.0,9.0,8.0,7.0,6.0,10.0,12.0,8.0,5.0,8.0,14.0,7.0,15.0,9.0,46.0,5.0,16.0,7.0,16.0,4.0,21.0,4.0,9.0,19.0,10.0,11.0,11.0,18.0,9.0,6.0,0.0
1040,10.0,5.0,8.0,5.0,21.0,10.0,25.0,7.0,5.0,1.0,8.0,6.0,28.0,6.0,10.0,12.0,7.0,6.0,35.0,14.0,19.0,14.0,8.0,10.0,25.0,9.0,7.0,8.0,25.0,13.0,21.0,23.0,22.0,6.0,7.0,7.0,9.0,11.0,8.0,16.0,31.0,13.0,11.0,14.0,0.0
1041,6.0,7.0,9.0,4.0,14.0,12.0,15.0,11.0,5.0,3.0,9.0,5.0,28.0,12.0,8.0,7.0,8.0,3.0,31.0,9.0,21.0,7.0,7.0,9.0,26.0,10.0,8.0,8.0,26.0,12.0,20.0,11.0,18.0,6.0,6.0,9.0,10.0,8.0,7.0,15.0,19.0,16.0,17.0,15.0,0.0
1042,8.0,7.0,3.0,3.0,14.0,17.0,14.0,9.0,7.0,4.0,11.0,5.0,28.0,14.0,8.0,7.0,4.0,4.0,25.0,8.0,22.0,7.0,9.0,13.0,19.0,7.0,11.0,10.0,23.0,13.0,23.0,17.0,14.0,5.0,9.0,8.0,20.0,21.0,8.0,12.0,25.0,13.0,12.0,13.0,0.0
1043,5.0,5.0,6.0,2.0,7.0,9.0,19.0,10.0,5.0,6.0,10.0,4.0,26.0,13.0,6.0,5.0,2.0,2.0,23.0,11.0,23.0,9.0,10.0,13.0,25.0,8.0,9.0,7.0,29.0,25.0,25.0,21.0,21.0,5.0,12.0,10.0,14.0,7.0,9.0,15.0,21.0,18.0,15.0,9.0,0.0
1044,14.0,6.0,94.0,16.0,9.0,11.0,22.0,5.0,10.0,8.0,11.0,14.0,12.0,11.0,10.0,24.0,8.0,30.0,30.0,15.0,10.0,33.0,12.0,17.0,12.0,30.0,8.0,7.0,28.0,5.0,28.0,17.0,38.0,13.0,78.0,9.0,3.0,15.0,24.0,27.0,30.0,17.0,10.0,15.0,0.0
1045,16.0,7.0,168.0,9.0,14.0,13.0,17.0,10.0,16.0,9.0,11.0,17.0,7.0,17.0,17.0,31.0,9.0,30.0,20.0,15.0,12.0,25.0,12.0,19.0,6.0,34.0,11.0,13.0,29.0,6.0,30.0,19.0,30.0,15.0,41.0,11.0,8.0,18.0,12.0,28.0,28.0,28.0,17.0,15.0,0.0
1046,25.0,10.0,102.0,10.0,8.0,12.0,19.0,8.0,17.0,11.0,14.0,17.0,18.0,21.0,26.0,35.0,11.0,38.0,31.0,22.0,15.0,31.0,13.0,30.0,12.0,35.0,11.0,15.0,45.0,5.0,32.0,15.0,34.0,15.0,39.0,13.0,8.0,24.0,28.0,20.0,21.0,19.0,12.0,15.0,0.0
1047,13.0,7.0,75.0,17.0,9.0,17.0,24.0,7.0,15.0,8.0,11.0,21.0,11.0,16.0,20.0,33.0,11.0,49.0,30.0,17.0,9.0,41.0,18.0,29.0,16.0,39.0,8.0,11.0,35.0,3.0,17.0,17.0,34.0,16.0,36.0,14.0,11.0,21.0,23.0,23.0,22.0,22.0,16.0,22.0,0.0
1048,37.0,31.0,19.0,44.0,46.0,31.0,31.0,33.0,42.0,41.0,33.0,32.0,44.0,56.0,32.0,21.0,47.0,44.0,29.0,15.0,33.0,54.0,53.0,32.0,39.0,36.0,36.0,39.0,34.0,32.0,30.0,31.0,24.0,28.0,32.0,26.0,38.0,48.0,55.0,33.0,29.0,35.0,30.0,43.0,0.0
1049,35.0,35.0,27.0,38.0,48.0,32.0,33.0,32.0,29.0,39.0,31.0,34.0,36.0,56.0,23.0,26.0,47.0,52.0,28.0,20.0,29.0,54.0,40.0,34.0,31.0,23.0,31.0,35.0,25.0,34.0,27.0,25.0,21.0,17.0,36.0,24.0,32.0,49.0,44.0,35.0,40.0,42.0,24.0,32.0,0.0
1050,44.0,35.0,13.0,32.0,51.0,44.0,32.0,33.0,42.0,43.0,38.0,32.0,35.0,78.0,41.0,34.0,57.0,62.0,22.0,21.0,33.0,77.0,41.0,47.0,25.0,35.0,36.0,36.0,35.0,37.0,24.0,37.0,20.0,30.0,31.0,26.0,30.0,66.0,52.0,46.0,27.0,33.0,45.0,46.0,0.0
1051,40.0,26.0,22.0,43.0,60.0,44.0,39.0,38.0,34.0,43.0,35.0,24.0,36.0,83.0,38.0,37.0,51.0,50.0,28.0,22.0,34.0,70.0,41.0,49.0,28.0,43.0,35.0,36.0,35.0,40.0,34.0,36.0,19.0,26.0,31.0,30.0,36.0,61.0,51.0,45.0,23.0,46.0,44.0,41.0,0.0
1052,16.0,19.0,12.0,25.0,22.0,28.0,15.0,21.0,13.0,18.0,13.0,17.0,29.0,43.0,16.0,25.0,30.0,28.0,11.0,12.0,18.0,41.0,16.0,22.0,24.0,22.0,25.0,16.0,19.0,20.0,23.0,23.0,9.0,19.0,15.0,19.0,19.0,29.0,25.0,18.0,16.0,21.0,19.0,16.0,0.0
1053,15.0,16.0,10.0,19.0,16.0,23.0,12.0,15.0,11.0,11.0,11.0,7.0,19.0,31.0,21.0,22.0,19.0,29.0,9.0,8.0,20.0,47.0,18.0,23.0,14.0,15.0,17.0,14.0,19.0,14.0,23.0,20.0,5.0,13.0,17.0,15.0,17.0,27.0,18.0,22.0,17.0,20.0,15.0,9.0,0.0
1054,25.0,12.0,20.0,18.0,29.0,29.0,19.0,18.0,20.0,14.0,13.0,13.0,30.0,33.0,25.0,30.0,36.0,32.0,9.0,7.0,20.0,34.0,19.0,14.0,21.0,25.0,27.0,19.0,15.0,28.0,13.0,17.0,10.0,24.0,12.0,21.0,25.0,19.0,22.0,14.0,18.0,14.0,17.0,22.0,0.0
1055,23.0,18.0,12.0,16.0,25.0,23.0,18.0,16.0,18.0,17.0,21.0,12.0,21.0,35.0,17.0,24.0,34.0,23.0,9.0,9.0,16.0,38.0,20.0,11.0,16.0,21.0,17.0,17.0,14.0,16.0,28.0,20.0,10.0,20.0,10.0,23.0,15.0,31.0,25.0,19.0,13.0,19.0,21.0,19.0,0.0
1056,4.0,2.0,14.0,18.0,22.0,10.0,17.0,25.0,9.0,9.0,4.0,14.0,15.0,12.0,11.0,4.0,9.0,9.0,10.0,12.0,18.0,11.0,15.0,6.0,18.0,5.0,9.0,21.0,7.0,14.0,20.0,10.0,10.0,6.0,10.0,14.0,17.0,14.0,14.0,17.0,11.0,9.0,12.0,19.0,0.0
1057,10.0,9.0,15.0,18.0,14.0,10.0,18.0,25.0,10.0,16.0,12.0,12.0,14.0,20.0,16.0,2.0,11.0,9.0,15.0,16.0,19.0,7.0,17.0,11.0,14.0,6.0,14.0,19.0,12.0,19.0,15.0,17.0,6.0,7.0,9.0,12.0,12.0,11.0,16.0,23.0,19.0,9.0,9.0,23.0,0.0
1058,9.0,5.0,11.0,18.0,25.0,14.0,14.0,28.0,9.0,23.0,7.0,13.0,14.0,12.0,9.0,4.0,16.0,21.0,15.0,12.0,21.0,8.0,19.0,14.0,16.0,8.0,17.0,18.0,18.0,21.0,23.0,9.0,6.0,15.0,12.0,14.0,16.0,18.0,14.0,26.0,14.0,9.0,10.0,23.0,0.0
1059,11.0,7.0,12.0,22.0,20.0,12.0,15.0,30.0,9.0,19.0,10.0,13.0,16.0,17.0,14.0,8.0,9.0,14.0,13.0,26.0,22.0,14.0,18.0,14.0,18.0,6.0,17.0,23.0,15.0,19.0,19.0,14.0,7.0,9.0,15.0,17.0,21.0,12.0,13.0,19.0,13.0,12.0,8.0,18.0,0.0
1060,15.0,5.0,21.0,16.0,16.0,11.0,11.0,26.0,11.0,11.0,10.0,14.0,33.0,22.0,16.0,8.0,5.0,14.0,10.0,25.0,25.0,13.0,12.0,12.0,14.0,9.0,21.0,10.0,20.0,16.0,25.0,9.0,5.0,8.0,16.0,5.0,24.0,26.0,13.0,15.0,15.0,31.0,15.0,11.0,0.0
1061,7.0,7.0,14.0,7.0,7.0,9.0,5.0,30.0,11.0,7.0,8.0,12.0,34.0,25.0,10.0,11.0,4.0,15.0,8.0,20.0,16.0,14.0,4.0,15.0,13.0,8.0,15.0,12.0,23.0,16.0,34.0,12.0,6.0,6.0,17.0,6.0,22.0,17.0,11.0,8.0,15.0,19.0,11.0,6.0,0.0
1062,16.0,4.0,10.0,10.0,9.0,10.0,5.0,20.0,13.0,10.0,13.0,17.0,32.0,18.0,18.0,13.0,5.0,10.0,9.0,24.0,22.0,17.0,9.0,12.0,10.0,13.0,18.0,7.0,22.0,15.0,29.0,10.0,4.0,10.0,12.0,6.0,14.0,26.0,8.0,8.0,10.0,25.0,16.0,7.0,0.0
1063,7.0,8.0,19.0,11.0,9.0,13.0,8.0,21.0,6.0,10.0,4.0,8.0,27.0,22.0,13.0,14.0,7.0,12.0,10.0,21.0,21.0,11.0,8.0,20.0,14.0,11.0,20.0,6.0,21.0,19.0,30.0,12.0,5.0,10.0,12.0,4.0,22.0,25.0,13.0,9.0,13.0,20.0,15.0,8.0,0.0
1064,10.0,9.0,11.0,12.0,17.0,5.0,17.0,12.0,2.0,11.0,10.0,10.0,11.0,14.0,9.0,10.0,12.0,17.0,30.0,19.0,13.0,24.0,12.0,14.0,13.0,10.0,8.0,13.0,23.0,8.0,9.0,10.0,6.0,9.0,11.0,6.0,12.0,18.0,16.0,12.0,28.0,8.0,7.0,15.0,0.0
1065,12.0,12.0,6.0,8.0,20.0,12.0,14.0,11.0,6.0,9.0,8.0,7.0,17.0,19.0,11.0,10.0,6.0,20.0,40.0,32.0,19.0,20.0,8.0,22.0,20.0,15.0,7.0,11.0,25.0,10.0,12.0,11.0,10.0,8.0,7.0,4.0,10.0,16.0,16.0,12.0,25.0,10.0,10.0,20.0,0.0
1066,5.0,10.0,8.0,18.0,12.0,7.0,11.0,7.0,7.0,14.0,5.0,9.0,13.0,17.0,7.0,9.0,11.0,19.0,36.0,15.0,14.0,15.0,15.0,11.0,8.0,8.0,8.0,12.0,24.0,11.0,10.0,12.0,9.0,9.0,4.0,7.0,8.0,21.0,13.0,11.0,21.0,6.0,9.0,18.0,0.0
1067,13.0,6.0,9.0,10.0,15.0,7.0,11.0,12.0,6.0,12.0,6.0,10.0,16.0,17.0,9.0,11.0,11.0,13.0,28.0,20.0,18.0,14.0,12.0,14.0,13.0,9.0,7.0,8.0,25.0,12.0,10.0,12.0,9.0,9.0,8.0,4.0,14.0,16.0,7.0,10.0,16.0,12.0,6.0,17.0,0.0
1068,33.0,23.0,11.0,42.0,19.0,11.0,38.0,26.0,37.0,27.0,31.0,25.0,15.0,37.0,27.0,30.0,23.0,41.0,51.0,10.0,17.0,35.0,29.0,24.0,23.0,26.0,22.0,30.0,20.0,30.0,6.0,35.0,23.0,27.0,16.0,22.0,23.0,24.0,19.0,30.0,32.0,12.0,26.0,34.0,0.0
1069,29.0,18.0,11.0,34.0,19.0,13.0,32.0,22.0,33.0,20.0,21.0,20.0,13.0,35.0,20.0,32.0,18.0,46.0,41.0,7.0,10.0,31.0,22.0,27.0,26.0,28.0,20.0,30.0,23.0,20.0,7.0,25.0,15.0,21.0,7.0,17.0,14.0,32.0,22.0,23.0,31.0,6.0,19.0,34.0,0.0
1070,38.0,13.0,17.0,34.0,27.0,23.0,25.0,31.0,26.0,26.0,22.0,30.0,20.0,45.0,37.0,35.0,22.0,38.0,43.0,15.0,10.0,37.0,31.0,28.0,20.0,27.0,27.0,31.0,23.0,27.0,4.0,38.0,19.0,23.0,11.0,25.0,19.0,32.0,22.0,27.0,14.0,6.0,22.0,29.0,0.0
1071,35.0,16.0,18.0,29.0,23.0,16.0,28.0,26.0,28.0,23.0,23.0,26.0,13.0,34.0,40.0,25.0,25.0,40.0,60.0,7.0,12.0,32.0,35.0,23.0,26.0,21.0,25.0,35.0,21.0,29.0,6.0,37.0,14.0,26.0,13.0,26.0,18.0,26.0,23.0,25.0,17.0,3.0,28.0,38.0,0.0
1072,1.0,7.0,0.0,0.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,1.0,4.0,6.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0
1073,1.0,5.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,6.0,8.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0
1074,1.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
1075,1.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0
1076,30.0,18.0,30.0,7.0,55.0,10.0,25.0,19.0,19.0,6.0,14.0,16.0,91.0,43.0,15.0,24.0,8.0,16.0,19.0,29.0,23.0,8.0,12.0,22.0,18.0,22.0,28.0,14.0,29.0,23.0,41.0,25.0,17.0,11.0,43.0,21.0,18.0,30.0,35.0,22.0,42.0,69.0,25.0,15.0,0.0
1077,23.0,15.0,29.0,10.0,36.0,14.0,16.0,27.0,20.0,10.0,14.0,15.0,77.0,25.0,16.0,25.0,5.0,9.0,17.0,28.0,41.0,8.0,14.0,18.0,10.0,20.0,17.0,13.0,26.0,23.0,68.0,17.0,12.0,7.0,50.0,22.0,19.0,18.0,31.0,17.0,33.0,74.0,16.0,11.0,0.0
1078,25.0,24.0,27.0,6.0,41.0,15.0,27.0,27.0,29.0,9.0,14.0,14.0,59.0,33.0,13.0,19.0,8.0,17.0,25.0,21.0,33.0,17.0,13.0,23.0,18.0,13.0,17.0,16.0,28.0,23.0,64.0,21.0,19.0,11.0,45.0,21.0,18.0,24.0,39.0,16.0,37.0,66.0,23.0,13.0,0.0
1079,21.0,17.0,41.0,4.0,48.0,20.0,29.0,24.0,27.0,10.0,10.0,11.0,71.0,32.0,18.0,23.0,4.0,15.0,12.0,23.0,61.0,9.0,14.0,21.0,13.0,11.0,27.0,18.0,34.0,16.0,104.0,20.0,14.0,12.0,45.0,27.0,26.0,32.0,35.0,20.0,47.0,57.0,17.0,14.0,0.0
1080,6.0,9.0,7.0,7.0,8.0,7.0,10.0,14.0,7.0,4.0,7.0,1.0,8.0,22.0,6.0,6.0,3.0,0.0,2.0,29.0,9.0,9.0,9.0,10.0,18.0,6.0,2.0,9.0,34.0,8.0,11.0,8.0,6.0,5.0,3.0,4.0,8.0,13.0,7.0,10.0,5.0,9.0,7.0,9.0,0.0
1081,8.0,4.0,4.0,5.0,11.0,5.0,11.0,9.0,7.0,7.0,9.0,2.0,14.0,21.0,5.0,5.0,7.0,3.0,4.0,24.0,10.0,9.0,12.0,13.0,16.0,3.0,3.0,6.0,30.0,6.0,11.0,8.0,9.0,4.0,6.0,5.0,3.0,18.0,8.0,12.0,6.0,6.0,5.0,7.0,0.0
1082,8.0,4.0,8.0,6.0,8.0,5.0,8.0,13.0,6.0,7.0,7.0,2.0,18.0,24.0,5.0,5.0,6.0,4.0,5.0,34.0,13.0,13.0,8.0,18.0,11.0,3.0,3.0,5.0,32.0,9.0,21.0,12.0,4.0,2.0,6.0,5.0,4.0,21.0,10.0,7.0,7.0,11.0,8.0,12.0,0.0
1083,8.0,9.0,3.0,4.0,8.0,8.0,10.0,13.0,5.0,5.0,8.0,1.0,12.0,28.0,4.0,6.0,7.0,8.0,6.0,39.0,14.0,14.0,7.0,9.0,15.0,4.0,5.0,4.0,29.0,12.0,22.0,7.0,3.0,6.0,4.0,2.0,3.0,13.0,10.0,7.0,6.0,14.0,10.0,12.0,0.0
1084,12.0,8.0,21.0,11.0,12.0,17.0,10.0,11.0,7.0,8.0,13.0,11.0,15.0,18.0,18.0,6.0,7.0,13.0,17.0,13.0,12.0,8.0,7.0,8.0,6.0,7.0,13.0,13.0,12.0,15.0,12.0,13.0,5.0,4.0,8.0,7.0,12.0,18.0,11.0,14.0,19.0,14.0,13.0,14.0,0.0
1085,10.0,9.0,17.0,14.0,13.0,6.0,5.0,14.0,11.0,8.0,13.0,10.0,21.0,22.0,13.0,7.0,9.0,9.0,20.0,11.0,12.0,12.0,8.0,6.0,9.0,6.0,17.0,16.0,10.0,14.0,13.0,6.0,7.0,6.0,18.0,15.0,16.0,17.0,10.0,15.0,23.0,14.0,16.0,14.0,0.0
1086,8.0,6.0,18.0,14.0,14.0,10.0,13.0,18.0,15.0,6.0,13.0,9.0,17.0,20.0,11.0,8.0,7.0,10.0,23.0,15.0,11.0,12.0,9.0,14.0,9.0,8.0,19.0,10.0,6.0,18.0,16.0,6.0,5.0,9.0,19.0,9.0,13.0,23.0,16.0,19.0,19.0,16.0,14.0,14.0,0.0
1087,10.0,9.0,10.0,9.0,11.0,8.0,9.0,11.0,11.0,9.0,16.0,8.0,15.0,17.0,11.0,7.0,6.0,10.0,23.0,15.0,7.0,10.0,10.0,12.0,9.0,7.0,11.0,13.0,9.0,15.0,12.0,9.0,7.0,6.0,10.0,15.0,16.0,21.0,16.0,15.0,14.0,10.0,13.0,13.0,0.0
